2010-08-05 07:27:55;10080506163071378;admin;127.0.0.1;000011;10080110110000355;validasi data
2010-08-05 07:27:55;10080506163071378;admin;127.0.0.1;000012;0;data manual
2010-08-05 07:27:55;10080506163071378;admin;127.0.0.1;000013;10080110110000012;validasi data
2010-08-05 07:27:55;10080506163071378;admin;127.0.0.1;000014;10080110110000013;validasi data
2010-08-05 07:32:02;10080506163071378;admin;127.0.0.1;000011;10080110110000355;validasi data
2010-08-05 07:32:02;10080506163071378;admin;127.0.0.1;000012;0;data manual
2010-08-05 07:32:02;10080506163071378;admin;127.0.0.1;000013;10080110110000012;validasi data
2010-08-05 07:32:02;10080506163071378;admin;127.0.0.1;000014;10080110110000013;validasi data
2010-08-05 07:44:23;10080506163071378;admin;127.0.0.1;000031;0;data manual
2010-08-05 07:44:23;10080506163071378;admin;127.0.0.1;000032;0;data manual
2010-08-05 08:10:07;10080508094003281;admin;127.0.0.1;001607;0;data manual
2010-08-05 08:10:07;10080508094003281;admin;127.0.0.1;001611;0;data manual
2010-08-05 08:10:17;10080508094003281;admin;127.0.0.1;001612;0;data manual
2010-08-05 08:10:36;10080508094003281;admin;127.0.0.1;001644;0;data manual
2010-08-05 08:17:57;10080508094003281;admin;127.0.0.1;001673;0;data manual
2010-08-05 08:18:08;10080508094003281;admin;127.0.0.1;001672;0;data manual
2010-08-05 08:18:08;10080508094003281;admin;127.0.0.1;001673;0;data manual
2010-08-05 08:27:17;10080508271771849;88100207;127.0.0.1;tab20;0;buka form penanganan data pelanggan
2010-08-06 16:22:32;10080616172870129;admin;127.0.0.1;000029;0;data manual
2010-08-06 16:22:32;10080616172870129;admin;127.0.0.1;000030;0;data manual
2010-08-06 16:28:46;10080616275097419;admin;127.0.0.1;001609;0;data manual
2010-08-06 16:28:46;10080616275097419;admin;127.0.0.1;001610;0;data manual
2010-08-06 16:38:27;10080616275097419;admin;127.0.0.1;001671;0;data manual
2010-08-06 16:38:27;10080616275097419;admin;127.0.0.1;001672;0;data manual
2010-08-09 14:53:02;_TOKEN;admin;127.0.0.1;tab20;0;buka form penanganan data pelanggan
2010-08-09 15:14:08;_TOKEN;admin;127.0.0.1;tab20;0;buka form penanganan data pelanggan
2010-08-09 15:49:18;_TOKEN;admin;127.0.0.1;tab20;0;buka form penanganan data pelanggan
2010-08-09 16:22:06;_TOKEN;admin;127.0.0.1;tab20;0;buka form penanganan data pelanggan
2010-08-09 16:33:30;_TOKEN;admin;127.0.0.1;tab20;0;buka form penanganan data pelanggan
2010-08-09 16:35:56;_TOKEN;admin;127.0.0.1;tab20;0;buka form penanganan data pelanggan
2010-08-09 21:27:27;_TOKEN;admin;127.0.0.1;tab56;0;buka form penanganan data pelanggan
2010-08-09 21:46:45;_TOKEN;admin;127.0.0.1;tab56;0;buka form penanganan data pelanggan
